  NumNodes: 19717
  NumEdges: 88651
  NumFeats: 500
  NumClasses: 3
  NumTrainingSamples: 60
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: pubmed | #Nodes: 19717 | #Edges: 108365 | #Classes: 3 |#Features: 500
Epoch 00090 | Loss(train) 0.6144 | Acc(train) 0.7979 | Acc(val) 0.8372 |
Epoch 00091 | Loss(train) 0.6229 | Acc(train) 0.7925 | Acc(val) 0.8357 |
Epoch 00092 | Loss(train) 0.6199 | Acc(train) 0.7925 | Acc(val) 0.8362 |
Epoch 00093 | Loss(train) 0.6086 | Acc(train) 0.8032 | Acc(val) 0.8367 |
Epoch 00094 | Loss(train) 0.6057 | Acc(train) 0.8014 | Acc(val) 0.8408 |*
Epoch 00095 | Loss(train) 0.6124 | Acc(train) 0.7961 | Acc(val) 0.8433 |*
Epoch 00096 | Loss(train) 0.6050 | Acc(train) 0.7996 | Acc(val) 0.8448 |*
Epoch 00097 | Loss(train) 0.6013 | Acc(train) 0.8024 | Acc(val) 0.8438 |
Epoch 00098 | Loss(train) 0.5997 | Acc(train) 0.7981 | Acc(val) 0.8428 |
Epoch 00099 | Loss(train) 0.6044 | Acc(train) 0.7984 | Acc(val) 0.8413 |
Epoch 00100 | Loss(train) 0.5983 | Acc(train) 0.7974 | Acc(val) 0.8408 |
Epoch 00101 | Loss(train) 0.5977 | Acc(train) 0.7984 | Acc(val) 0.8433 |
Epoch 00102 | Loss(train) 0.5934 | Acc(train) 0.8040 | Acc(val) 0.8453 |*
Epoch 00103 | Loss(train) 0.5912 | Acc(train) 0.8050 | Acc(val) 0.8463 |*
Epoch 00104 | Loss(train) 0.5875 | Acc(train) 0.8034 | Acc(val) 0.8458 |
Epoch 00105 | Loss(train) 0.5849 | Acc(train) 0.8083 | Acc(val) 0.8448 |
Epoch 00106 | Loss(train) 0.5867 | Acc(train) 0.8088 | Acc(val) 0.8443 |
Epoch 00107 | Loss(train) 0.5861 | Acc(train) 0.8100 | Acc(val) 0.8443 |
Epoch 00108 | Loss(train) 0.5833 | Acc(train) 0.8088 | Acc(val) 0.8438 |
Epoch 00109 | Loss(train) 0.5811 | Acc(train) 0.8070 | Acc(val) 0.8469 |*
Epoch 00110 | Loss(train) 0.5740 | Acc(train) 0.8090 | Acc(val) 0.8463 |
Epoch 00111 | Loss(train) 0.5702 | Acc(train) 0.8136 | Acc(val) 0.8469 |
Epoch 00112 | Loss(train) 0.5793 | Acc(train) 0.8113 | Acc(val) 0.8479 |*
Epoch 00113 | Loss(train) 0.5829 | Acc(train) 0.8022 | Acc(val) 0.8494 |*
Epoch 00114 | Loss(train) 0.5763 | Acc(train) 0.8085 | Acc(val) 0.8494 |
Epoch 00115 | Loss(train) 0.5731 | Acc(train) 0.8118 | Acc(val) 0.8484 |
Epoch 00116 | Loss(train) 0.5672 | Acc(train) 0.8192 | Acc(val) 0.8504 |*
Epoch 00117 | Loss(train) 0.5689 | Acc(train) 0.8075 | Acc(val) 0.8489 |
Epoch 00118 | Loss(train) 0.5643 | Acc(train) 0.8182 | Acc(val) 0.8494 |
Epoch 00119 | Loss(train) 0.5696 | Acc(train) 0.8133 | Acc(val) 0.8499 |
Epoch 00120 | Loss(train) 0.5580 | Acc(train) 0.8177 | Acc(val) 0.8504 |
Epoch 00121 | Loss(train) 0.5610 | Acc(train) 0.8111 | Acc(val) 0.8524 |*
Epoch 00122 | Loss(train) 0.5580 | Acc(train) 0.8177 | Acc(val) 0.8519 |
Epoch 00123 | Loss(train) 0.5655 | Acc(train) 0.8103 | Acc(val) 0.8529 |*
Epoch 00124 | Loss(train) 0.5552 | Acc(train) 0.8232 | Acc(val) 0.8529 |
Epoch 00125 | Loss(train) 0.5508 | Acc(train) 0.8245 | Acc(val) 0.8504 |
Epoch 00126 | Loss(train) 0.5641 | Acc(train) 0.8075 | Acc(val) 0.8499 |
Epoch 00127 | Loss(train) 0.5528 | Acc(train) 0.8207 | Acc(val) 0.8494 |
Epoch 00128 | Loss(train) 0.5557 | Acc(train) 0.8136 | Acc(val) 0.8499 |
Epoch 00129 | Loss(train) 0.5530 | Acc(train) 0.8197 | Acc(val) 0.8509 |
Epoch 00130 | Loss(train) 0.5446 | Acc(train) 0.8232 | Acc(val) 0.8524 |
Epoch 00131 | Loss(train) 0.5566 | Acc(train) 0.8204 | Acc(val) 0.8514 |
Epoch 00132 | Loss(train) 0.5489 | Acc(train) 0.8146 | Acc(val) 0.8494 |
Epoch 00133 | Loss(train) 0.5514 | Acc(train) 0.8189 | Acc(val) 0.8499 |
Epoch 00134 | Loss(train) 0.5499 | Acc(train) 0.8273 | Acc(val) 0.8499 |
Epoch 00135 | Loss(train) 0.5481 | Acc(train) 0.8194 | Acc(val) 0.8545 |*
Epoch 00136 | Loss(train) 0.5609 | Acc(train) 0.8174 | Acc(val) 0.8545 |
Epoch 00137 | Loss(train) 0.5516 | Acc(train) 0.8177 | Acc(val) 0.8545 |
Epoch 00138 | Loss(train) 0.5358 | Acc(train) 0.8275 | Acc(val) 0.8529 |
Epoch 00139 | Loss(train) 0.5375 | Acc(train) 0.8204 | Acc(val) 0.8529 |
Epoch 00140 | Loss(train) 0.5357 | Acc(train) 0.8184 | Acc(val) 0.8534 |
Epoch 00141 | Loss(train) 0.5457 | Acc(train) 0.8222 | Acc(val) 0.8529 |
Epoch 00142 | Loss(train) 0.5430 | Acc(train) 0.8146 | Acc(val) 0.8540 |
Epoch 00143 | Loss(train) 0.5385 | Acc(train) 0.8283 | Acc(val) 0.8524 |
Epoch 00144 | Loss(train) 0.5415 | Acc(train) 0.8179 | Acc(val) 0.8509 |
Epoch 00145 | Loss(train) 0.5390 | Acc(train) 0.8177 | Acc(val) 0.8519 |
Epoch 00146 | Loss(train) 0.5292 | Acc(train) 0.8250 | Acc(val) 0.8545 |
Epoch 00147 | Loss(train) 0.5395 | Acc(train) 0.8149 | Acc(val) 0.8555 |*
Epoch 00148 | Loss(train) 0.5369 | Acc(train) 0.8237 | Acc(val) 0.8545 |
Epoch 00149 | Loss(train) 0.5408 | Acc(train) 0.8263 | Acc(val) 0.8519 |
Epoch 00150 | Loss(train) 0.5308 | Acc(train) 0.8237 | Acc(val) 0.8509 |
Epoch 00151 | Loss(train) 0.5340 | Acc(train) 0.8237 | Acc(val) 0.8499 |
Epoch 00152 | Loss(train) 0.5342 | Acc(train) 0.8197 | Acc(val) 0.8499 |
Epoch 00153 | Loss(train) 0.5282 | Acc(train) 0.8258 | Acc(val) 0.8534 |
Epoch 00154 | Loss(train) 0.5421 | Acc(train) 0.8174 | Acc(val) 0.8550 |
Epoch 00155 | Loss(train) 0.5327 | Acc(train) 0.8286 | Acc(val) 0.8545 |
Epoch 00156 | Loss(train) 0.5223 | Acc(train) 0.8275 | Acc(val) 0.8524 |
Epoch 00157 | Loss(train) 0.5322 | Acc(train) 0.8202 | Acc(val) 0.8514 |
Epoch 00158 | Loss(train) 0.5291 | Acc(train) 0.8260 | Acc(val) 0.8494 |
Epoch 00159 | Loss(train) 0.5220 | Acc(train) 0.8321 | Acc(val) 0.8524 |
Epoch 00160 | Loss(train) 0.5294 | Acc(train) 0.8179 | Acc(val) 0.8565 |*
Epoch 00161 | Loss(train) 0.5222 | Acc(train) 0.8286 | Acc(val) 0.8575 |*
Epoch 00162 | Loss(train) 0.5204 | Acc(train) 0.8212 | Acc(val) 0.8540 |
Epoch 00163 | Loss(train) 0.5172 | Acc(train) 0.8321 | Acc(val) 0.8534 |
Epoch 00164 | Loss(train) 0.5197 | Acc(train) 0.8293 | Acc(val) 0.8545 |
Epoch 00165 | Loss(train) 0.5188 | Acc(train) 0.8217 | Acc(val) 0.8555 |
Epoch 00166 | Loss(train) 0.5203 | Acc(train) 0.8263 | Acc(val) 0.8585 |*
Epoch 00167 | Loss(train) 0.5208 | Acc(train) 0.8275 | Acc(val) 0.8580 |
Epoch 00168 | Loss(train) 0.5175 | Acc(train) 0.8248 | Acc(val) 0.8565 |
Epoch 00169 | Loss(train) 0.5229 | Acc(train) 0.8235 | Acc(val) 0.8565 |
Epoch 00170 | Loss(train) 0.5184 | Acc(train) 0.8245 | Acc(val) 0.8575 |
Epoch 00171 | Loss(train) 0.5224 | Acc(train) 0.8288 | Acc(val) 0.8580 |
Epoch 00172 | Loss(train) 0.5151 | Acc(train) 0.8316 | Acc(val) 0.8595 |*
Epoch 00173 | Loss(train) 0.5114 | Acc(train) 0.8344 | Acc(val) 0.8605 |*
Epoch 00174 | Loss(train) 0.5098 | Acc(train) 0.8364 | Acc(val) 0.8600 |
Epoch 00175 | Loss(train) 0.5107 | Acc(train) 0.8346 | Acc(val) 0.8570 |
Epoch 00176 | Loss(train) 0.5092 | Acc(train) 0.8321 | Acc(val) 0.8550 |
Epoch 00177 | Loss(train) 0.5190 | Acc(train) 0.8222 | Acc(val) 0.8545 |
Epoch 00178 | Loss(train) 0.5126 | Acc(train) 0.8260 | Acc(val) 0.8545 |
Epoch 00179 | Loss(train) 0.5053 | Acc(train) 0.8308 | Acc(val) 0.8550 |
Epoch 00180 | Loss(train) 0.5146 | Acc(train) 0.8250 | Acc(val) 0.8585 |
Epoch 00181 | Loss(train) 0.5061 | Acc(train) 0.8369 | Acc(val) 0.8575 |
Epoch 00182 | Loss(train) 0.5112 | Acc(train) 0.8255 | Acc(val) 0.8570 |
Epoch 00183 | Loss(train) 0.5089 | Acc(train) 0.8273 | Acc(val) 0.8570 |
Epoch 00184 | Loss(train) 0.5002 | Acc(train) 0.8367 | Acc(val) 0.8580 |
Epoch 00185 | Loss(train) 0.5111 | Acc(train) 0.8296 | Acc(val) 0.8555 |
Epoch 00186 | Loss(train) 0.5091 | Acc(train) 0.8293 | Acc(val) 0.8580 |
Epoch 00187 | Loss(train) 0.5057 | Acc(train) 0.8321 | Acc(val) 0.8595 |
Epoch 00188 | Loss(train) 0.5106 | Acc(train) 0.8362 | Acc(val) 0.8565 |
Epoch 00189 | Loss(train) 0.5089 | Acc(train) 0.8321 | Acc(val) 0.8560 |
Epoch 00190 | Loss(train) 0.5068 | Acc(train) 0.8321 | Acc(val) 0.8570 |
Epoch 00191 | Loss(train) 0.5043 | Acc(train) 0.8275 | Acc(val) 0.8580 |
Epoch 00192 | Loss(train) 0.5026 | Acc(train) 0.8443 | Acc(val) 0.8560 |
Epoch 00193 | Loss(train) 0.4967 | Acc(train) 0.8395 | Acc(val) 0.8580 |
Epoch 00194 | Loss(train) 0.4986 | Acc(train) 0.8341 | Acc(val) 0.8590 |
Epoch 00195 | Loss(train) 0.4969 | Acc(train) 0.8374 | Acc(val) 0.8565 |
Epoch 00196 | Loss(train) 0.5027 | Acc(train) 0.8288 | Acc(val) 0.8575 |
Epoch 00197 | Loss(train) 0.5058 | Acc(train) 0.8319 | Acc(val) 0.8570 |
Epoch 00198 | Loss(train) 0.4995 | Acc(train) 0.8283 | Acc(val) 0.8575 |
Epoch 00199 | Loss(train) 0.5007 | Acc(train) 0.8331 | Acc(val) 0.8585 |
Epoch 00200 | Loss(train) 0.5024 | Acc(train) 0.8291 | Acc(val) 0.8585 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 500, 'out_dim': 3}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 105.30 MB
GPU Memory Reserved: 170.00 MB
All runs:
Uncalibrated Test Accuracy: 86.17 ± 0.31
Uncalibrated Difference: 14.38 ± 1.19
Calibrated Test Accuracy: 86.17 ± 0.31
Calibrated Difference: 1.04 ± 0.07
