  NumNodes: 2708
  NumEdges: 10556
  NumFeats: 1433
  NumClasses: 7
  NumTrainingSamples: 140
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: cora | #Nodes: 2708 | #Edges: 13264 | #Classes: 7 |#Features: 1433
Epoch 00093 | Loss(train) 0.9472 | Acc(train) 0.7911 | Acc(val) 0.7380 |*
Epoch 00094 | Loss(train) 0.9861 | Acc(train) 0.7449 | Acc(val) 0.7454 |*
Epoch 00095 | Loss(train) 0.9517 | Acc(train) 0.7431 | Acc(val) 0.7491 |*
Epoch 00096 | Loss(train) 0.9470 | Acc(train) 0.7726 | Acc(val) 0.7491 |
Epoch 00097 | Loss(train) 0.9558 | Acc(train) 0.7597 | Acc(val) 0.7491 |
Epoch 00098 | Loss(train) 0.9437 | Acc(train) 0.7523 | Acc(val) 0.7528 |*
Epoch 00099 | Loss(train) 0.9396 | Acc(train) 0.7505 | Acc(val) 0.7601 |*
Epoch 00100 | Loss(train) 0.9564 | Acc(train) 0.7597 | Acc(val) 0.7638 |*
Epoch 00101 | Loss(train) 0.9393 | Acc(train) 0.7449 | Acc(val) 0.7675 |*
Epoch 00102 | Loss(train) 0.9080 | Acc(train) 0.7819 | Acc(val) 0.7675 |
Epoch 00103 | Loss(train) 0.9374 | Acc(train) 0.7560 | Acc(val) 0.7675 |
Epoch 00104 | Loss(train) 0.8995 | Acc(train) 0.7874 | Acc(val) 0.7712 |*
Epoch 00105 | Loss(train) 0.8885 | Acc(train) 0.7597 | Acc(val) 0.7749 |*
Epoch 00106 | Loss(train) 0.8870 | Acc(train) 0.7726 | Acc(val) 0.7786 |*
Epoch 00107 | Loss(train) 0.9050 | Acc(train) 0.7800 | Acc(val) 0.7823 |*
Epoch 00108 | Loss(train) 0.9014 | Acc(train) 0.7579 | Acc(val) 0.7970 |*
Epoch 00109 | Loss(train) 0.8381 | Acc(train) 0.7985 | Acc(val) 0.8007 |*
Epoch 00110 | Loss(train) 0.8667 | Acc(train) 0.7708 | Acc(val) 0.7970 |
Epoch 00111 | Loss(train) 0.8646 | Acc(train) 0.7782 | Acc(val) 0.8007 |
Epoch 00112 | Loss(train) 0.8552 | Acc(train) 0.7856 | Acc(val) 0.8007 |
Epoch 00113 | Loss(train) 0.8947 | Acc(train) 0.7505 | Acc(val) 0.8081 |*
Epoch 00114 | Loss(train) 0.8389 | Acc(train) 0.8022 | Acc(val) 0.8081 |
Epoch 00115 | Loss(train) 0.8640 | Acc(train) 0.7837 | Acc(val) 0.8081 |
Epoch 00116 | Loss(train) 0.8314 | Acc(train) 0.7911 | Acc(val) 0.8044 |
Epoch 00117 | Loss(train) 0.8508 | Acc(train) 0.7985 | Acc(val) 0.8044 |
Epoch 00118 | Loss(train) 0.8037 | Acc(train) 0.7819 | Acc(val) 0.8081 |
Epoch 00119 | Loss(train) 0.8540 | Acc(train) 0.7837 | Acc(val) 0.8155 |*
Epoch 00120 | Loss(train) 0.8112 | Acc(train) 0.8022 | Acc(val) 0.8155 |
Epoch 00121 | Loss(train) 0.8272 | Acc(train) 0.7782 | Acc(val) 0.8192 |*
Epoch 00122 | Loss(train) 0.8226 | Acc(train) 0.7967 | Acc(val) 0.8266 |*
Epoch 00123 | Loss(train) 0.8145 | Acc(train) 0.7745 | Acc(val) 0.8303 |*
Epoch 00124 | Loss(train) 0.7854 | Acc(train) 0.8262 | Acc(val) 0.8303 |
Epoch 00125 | Loss(train) 0.8019 | Acc(train) 0.7911 | Acc(val) 0.8339 |*
Epoch 00126 | Loss(train) 0.7992 | Acc(train) 0.8355 | Acc(val) 0.8413 |*
Epoch 00127 | Loss(train) 0.7820 | Acc(train) 0.8004 | Acc(val) 0.8450 |*
Epoch 00128 | Loss(train) 0.7796 | Acc(train) 0.8189 | Acc(val) 0.8450 |
Epoch 00129 | Loss(train) 0.7771 | Acc(train) 0.8152 | Acc(val) 0.8450 |
Epoch 00130 | Loss(train) 0.7498 | Acc(train) 0.8299 | Acc(val) 0.8450 |
Epoch 00131 | Loss(train) 0.7653 | Acc(train) 0.8244 | Acc(val) 0.8413 |
Epoch 00132 | Loss(train) 0.7786 | Acc(train) 0.7985 | Acc(val) 0.8376 |
Epoch 00133 | Loss(train) 0.7800 | Acc(train) 0.8059 | Acc(val) 0.8376 |
Epoch 00134 | Loss(train) 0.7638 | Acc(train) 0.8226 | Acc(val) 0.8450 |
Epoch 00135 | Loss(train) 0.7520 | Acc(train) 0.8096 | Acc(val) 0.8487 |*
Epoch 00136 | Loss(train) 0.7513 | Acc(train) 0.8189 | Acc(val) 0.8561 |*
Epoch 00137 | Loss(train) 0.7637 | Acc(train) 0.8281 | Acc(val) 0.8672 |*
Epoch 00138 | Loss(train) 0.7513 | Acc(train) 0.8244 | Acc(val) 0.8672 |
Epoch 00139 | Loss(train) 0.7451 | Acc(train) 0.8355 | Acc(val) 0.8598 |
Epoch 00140 | Loss(train) 0.7402 | Acc(train) 0.8318 | Acc(val) 0.8561 |
Epoch 00141 | Loss(train) 0.7352 | Acc(train) 0.8336 | Acc(val) 0.8524 |
Epoch 00142 | Loss(train) 0.7369 | Acc(train) 0.8281 | Acc(val) 0.8450 |
Epoch 00143 | Loss(train) 0.7388 | Acc(train) 0.8262 | Acc(val) 0.8450 |
Epoch 00144 | Loss(train) 0.7285 | Acc(train) 0.8281 | Acc(val) 0.8561 |
Epoch 00145 | Loss(train) 0.7288 | Acc(train) 0.8410 | Acc(val) 0.8672 |
Epoch 00146 | Loss(train) 0.7226 | Acc(train) 0.8226 | Acc(val) 0.8708 |*
Epoch 00147 | Loss(train) 0.7056 | Acc(train) 0.8540 | Acc(val) 0.8672 |
Epoch 00148 | Loss(train) 0.7175 | Acc(train) 0.8392 | Acc(val) 0.8672 |
Epoch 00149 | Loss(train) 0.7048 | Acc(train) 0.8484 | Acc(val) 0.8635 |
Epoch 00150 | Loss(train) 0.7321 | Acc(train) 0.8281 | Acc(val) 0.8672 |
Epoch 00151 | Loss(train) 0.7047 | Acc(train) 0.8484 | Acc(val) 0.8635 |
Epoch 00152 | Loss(train) 0.6786 | Acc(train) 0.8632 | Acc(val) 0.8598 |
Epoch 00153 | Loss(train) 0.6969 | Acc(train) 0.8577 | Acc(val) 0.8708 |
Epoch 00154 | Loss(train) 0.6943 | Acc(train) 0.8540 | Acc(val) 0.8745 |*
Epoch 00155 | Loss(train) 0.7121 | Acc(train) 0.8503 | Acc(val) 0.8672 |
Epoch 00156 | Loss(train) 0.6958 | Acc(train) 0.8503 | Acc(val) 0.8672 |
Epoch 00157 | Loss(train) 0.6866 | Acc(train) 0.8429 | Acc(val) 0.8635 |
Epoch 00158 | Loss(train) 0.6909 | Acc(train) 0.8558 | Acc(val) 0.8672 |
Epoch 00159 | Loss(train) 0.6874 | Acc(train) 0.8503 | Acc(val) 0.8672 |
Epoch 00160 | Loss(train) 0.6942 | Acc(train) 0.8429 | Acc(val) 0.8635 |
Epoch 00161 | Loss(train) 0.6492 | Acc(train) 0.8558 | Acc(val) 0.8598 |
Epoch 00162 | Loss(train) 0.6709 | Acc(train) 0.8484 | Acc(val) 0.8635 |
Epoch 00163 | Loss(train) 0.6585 | Acc(train) 0.8503 | Acc(val) 0.8672 |
Epoch 00164 | Loss(train) 0.6451 | Acc(train) 0.8521 | Acc(val) 0.8708 |
Epoch 00165 | Loss(train) 0.6657 | Acc(train) 0.8669 | Acc(val) 0.8708 |
Epoch 00166 | Loss(train) 0.6513 | Acc(train) 0.8632 | Acc(val) 0.8745 |
Epoch 00167 | Loss(train) 0.6557 | Acc(train) 0.8669 | Acc(val) 0.8745 |
Epoch 00168 | Loss(train) 0.6524 | Acc(train) 0.8651 | Acc(val) 0.8782 |*
Epoch 00169 | Loss(train) 0.6419 | Acc(train) 0.8743 | Acc(val) 0.8782 |
Epoch 00170 | Loss(train) 0.6749 | Acc(train) 0.8503 | Acc(val) 0.8782 |
Epoch 00171 | Loss(train) 0.6563 | Acc(train) 0.8429 | Acc(val) 0.8782 |
Epoch 00172 | Loss(train) 0.6426 | Acc(train) 0.8725 | Acc(val) 0.8745 |
Epoch 00173 | Loss(train) 0.6475 | Acc(train) 0.8558 | Acc(val) 0.8745 |
Epoch 00174 | Loss(train) 0.6309 | Acc(train) 0.8614 | Acc(val) 0.8708 |
Epoch 00175 | Loss(train) 0.6168 | Acc(train) 0.8669 | Acc(val) 0.8708 |
Epoch 00176 | Loss(train) 0.6326 | Acc(train) 0.8780 | Acc(val) 0.8672 |
Epoch 00177 | Loss(train) 0.6564 | Acc(train) 0.8651 | Acc(val) 0.8745 |
Epoch 00178 | Loss(train) 0.6318 | Acc(train) 0.8669 | Acc(val) 0.8745 |
Epoch 00179 | Loss(train) 0.6418 | Acc(train) 0.8688 | Acc(val) 0.8782 |
Epoch 00180 | Loss(train) 0.6119 | Acc(train) 0.8780 | Acc(val) 0.8782 |
Epoch 00181 | Loss(train) 0.6403 | Acc(train) 0.8521 | Acc(val) 0.8782 |
Epoch 00182 | Loss(train) 0.6410 | Acc(train) 0.8651 | Acc(val) 0.8782 |
Epoch 00183 | Loss(train) 0.6564 | Acc(train) 0.8410 | Acc(val) 0.8782 |
Epoch 00184 | Loss(train) 0.6226 | Acc(train) 0.8558 | Acc(val) 0.8782 |
Epoch 00185 | Loss(train) 0.6162 | Acc(train) 0.8854 | Acc(val) 0.8782 |
Epoch 00186 | Loss(train) 0.6089 | Acc(train) 0.8577 | Acc(val) 0.8819 |*
Epoch 00187 | Loss(train) 0.6055 | Acc(train) 0.8762 | Acc(val) 0.8819 |
Epoch 00188 | Loss(train) 0.6158 | Acc(train) 0.8651 | Acc(val) 0.8819 |
Epoch 00189 | Loss(train) 0.6100 | Acc(train) 0.8706 | Acc(val) 0.8782 |
Epoch 00190 | Loss(train) 0.5942 | Acc(train) 0.9002 | Acc(val) 0.8782 |
Epoch 00191 | Loss(train) 0.6411 | Acc(train) 0.8762 | Acc(val) 0.8782 |
Epoch 00192 | Loss(train) 0.6090 | Acc(train) 0.8540 | Acc(val) 0.8782 |
Epoch 00193 | Loss(train) 0.5942 | Acc(train) 0.8799 | Acc(val) 0.8782 |
Epoch 00194 | Loss(train) 0.5904 | Acc(train) 0.8799 | Acc(val) 0.8782 |
Epoch 00195 | Loss(train) 0.6186 | Acc(train) 0.8595 | Acc(val) 0.8782 |
Epoch 00196 | Loss(train) 0.6046 | Acc(train) 0.8725 | Acc(val) 0.8782 |
Epoch 00197 | Loss(train) 0.6042 | Acc(train) 0.8688 | Acc(val) 0.8745 |
Epoch 00198 | Loss(train) 0.5922 | Acc(train) 0.8651 | Acc(val) 0.8819 |
Epoch 00199 | Loss(train) 0.6040 | Acc(train) 0.8835 | Acc(val) 0.8819 |
Epoch 00200 | Loss(train) 0.5852 | Acc(train) 0.8725 | Acc(val) 0.8819 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.95, 'cal_hidden_dim': 8}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 1433, 'out_dim': 7}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 79.57 MB
GPU Memory Reserved: 100.00 MB
All runs:
Uncalibrated Test Accuracy: 85.66 ± 0.45
Uncalibrated Difference: 22.44 ± 1.17
Calibrated Test Accuracy: 85.66 ± 0.45
Calibrated Difference: 2.13 ± 0.51
